timestamp,side,result,entry_price,exit_price,size_usd,qty,fill_pct,sl_pct,tp_pct,pnl,trailing_stop_price
2026-03-22T19:38:26.394592+00:00,NO,LOSS,0.49008420636346695,0.0,47.62585608147452,97.1789,0.9525,0.08,0.125,-47.6259,
2026-03-22T19:53:27.963287+00:00,NO,LOSS,0.5150120466285596,0.0,40.99196649694682,79.5942,0.8608,0.08,0.125,-40.992,
2026-03-22T20:59:43.658747+00:00,NO,WIN,0.5150183679023759,1.0,47.72780040988878,92.672,0.9546,0.08,0.125,44.9442,
2026-03-22T21:54:33.587998+00:00,NO,LOSS,0.5050404087134703,0.0,46.696511329898655,92.4609,0.8938,0.1122,0.1754,-46.6965,
2026-03-22T22:59:13.733918+00:00,YES,WIN,0.5050678201029809,1.0,46.048493521986,91.1729,0.9226,0.1008,0.1574,45.1244,
2026-03-22T23:12:29.219566+00:00,YES,WIN,0.5150462455416922,1.0,45.74239019861639,88.8122,0.8768,0.1241,0.1939,43.0698,0.5343
2026-03-22T23:23:46.467208+00:00,YES,LOSS,0.520064530672743,0.0,48.35605962004017,92.9809,0.8902,0.1398,0.2184,-48.3561,
2026-03-23T00:23:49.296681+00:00,NO,LOSS,0.5050285843471141,0.0,47.75401074093726,94.557,0.92,0.2,0.313,-47.754,
2026-03-23T00:36:44.490614+00:00,NO,WIN,0.5050297800603364,1.0,45.335377052537915,89.7677,0.9156,0.1365,0.2132,44.4324,
2026-03-23T01:34:13.542211+00:00,YES,LOSS,0.5150592735168137,0.0,44.470845092243025,86.3412,0.8595,0.1682,0.2628,-44.4708,
2026-03-23T02:26:27.225427+00:00,YES,WIN,0.515017008316755,1.0,42.82013826228135,83.1432,0.8648,0.1319,0.206,40.323,
2026-03-23T04:34:48.963295+00:00,NO,LOSS,0.5050340042711844,0.0,45.90134554363112,90.8876,0.8908,0.08,0.125,-45.9013,
2026-03-23T04:58:52.021115+00:00,YES,WIN,0.525046628877436,1.0,49.1011405176534,93.5177,0.9973,0.08,0.125,44.4165,
2026-03-23T05:49:58.899240+00:00,NO,LOSS,0.5150422197798754,0.0,44.44096249470531,86.2861,0.8637,0.1237,0.1932,-44.441,
2026-03-23T05:56:47.218454+00:00,YES,WIN,0.5150169831884308,1.0,44.40220648835563,86.215,0.9019,0.1038,0.1623,41.8128,
2026-03-23T06:29:29.531416+00:00,NO,WIN,0.505019886980223,1.0,45.74522512784248,90.581,0.8913,0.1088,0.17,44.8358,
2026-03-23T07:29:41.746165+00:00,NO,LOSS,0.4850171470173413,0.0,52.81152738492987,108.8859,0.9859,0.1307,0.2043,-52.8115,
2026-03-23T08:24:21.373322+00:00,YES,WIN,0.5150414239905627,1.0,49.280257492847426,95.6821,0.9677,0.1479,0.231,46.4019,
2026-03-23T08:53:27.499915+00:00,YES,WIN,0.5150444599697154,1.0,49.4319281286588,95.976,0.9284,0.1228,0.1918,46.5441,0.5156
2026-03-23T10:42:46.522868+00:00,YES,WIN,0.5150231439629542,1.0,55.40433291614604,107.5764,0.997,0.08,0.125,52.1721,
